Period,Region,Product,Pipeline,Railway,Marine,Truck
8/1/2001,SK,Butane,NULL,2383,NULL,NULL
9/1/2001,SK,Butane,NULL,5425,NULL,NULL
10/1/2001,SK,Butane,NULL,9671,NULL,NULL
11/1/2001,SK,Butane,NULL,11524,NULL,NULL
12/1/2001,SK,Butane,NULL,17163,NULL,NULL
1/1/2002,SK,Butane,NULL,28407,NULL,NULL
2/1/2002,SK,Butane,NULL,19120,NULL,NULL
3/1/2002,SK,Butane,NULL,11441,NULL,NULL
5/1/2002,SK,Butane,NULL,3081,NULL,NULL
6/1/2002,SK,Butane,NULL,1290,NULL,NULL
7/1/2002,SK,Butane,NULL,2369,NULL,NULL
8/1/2002,SK,Butane,NULL,2928,NULL,NULL
9/1/2002,SK,Butane,NULL,4099,NULL,NULL
10/1/2002,SK,Butane,NULL,10880,NULL,NULL
11/1/2002,SK,Butane,NULL,10597,NULL,706
12/1/2002,SK,Butane,NULL,17213,NULL,NULL
1/1/2003,SK,Butane,NULL,11122,NULL,NULL
2/1/2003,SK,Butane,NULL,7493,NULL,NULL
3/1/2003,SK,Butane,NULL,2130,NULL,NULL
4/1/2003,SK,Butane,NULL,941,NULL,NULL
5/1/2003,SK,Butane,NULL,2370,NULL,NULL
6/1/2003,SK,Butane,NULL,2360,NULL,NULL
8/1/2003,SK,Butane,NULL,598,NULL,NULL
9/1/2003,SK,Butane,NULL,1786,NULL,NULL
10/1/2003,SK,Butane,NULL,4389,NULL,NULL
11/1/2003,SK,Butane,NULL,7834,NULL,NULL
12/1/2003,SK,Butane,NULL,7248,NULL,NULL
1/1/2004,SK,Butane,NULL,8553,NULL,NULL
2/1/2004,SK,Butane,NULL,2250,NULL,NULL
3/1/2004,SK,Butane,NULL,4065,NULL,NULL
5/1/2004,SK,Butane,NULL,449,NULL,NULL
6/1/2004,SK,Butane,NULL,354,NULL,NULL
9/1/2004,SK,Butane,NULL,1774,NULL,NULL
10/1/2004,SK,Butane,NULL,10947,NULL,NULL
11/1/2004,SK,Butane,NULL,3550,NULL,NULL
12/1/2004,SK,Butane,NULL,10135,NULL,NULL
1/1/2005,SK,Butane,NULL,8941,NULL,NULL
2/1/2005,SK,Butane,NULL,1785,NULL,NULL
8/1/2005,SK,Butane,NULL,1763,NULL,NULL
9/1/2005,SK,Butane,NULL,7602,NULL,NULL
10/1/2005,SK,Butane,NULL,9892,NULL,NULL
11/1/2005,SK,Butane,NULL,7025,NULL,NULL
12/1/2005,SK,Butane,NULL,5964,NULL,NULL
1/1/2006,SK,Butane,NULL,11711,NULL,NULL
2/1/2006,SK,Butane,NULL,7518,NULL,NULL
3/1/2006,SK,Butane,NULL,4769,NULL,NULL
4/1/2006,SK,Butane,NULL,2364,NULL,NULL
5/1/2006,SK,Butane,NULL,11243,NULL,NULL
6/1/2006,SK,Butane,NULL,5136,NULL,NULL
7/1/2006,SK,Butane,NULL,4688,NULL,NULL
8/1/2006,SK,Butane,NULL,4692,NULL,NULL
9/1/2006,SK,Butane,NULL,2954,NULL,NULL
11/1/2006,SK,Butane,NULL,2580,NULL,NULL
12/1/2006,SK,Butane,NULL,5221,NULL,NULL
1/1/2007,SK,Butane,NULL,6164,NULL,NULL
2/1/2007,SK,Butane,NULL,3552,NULL,NULL
3/1/2007,SK,Butane,NULL,2487,NULL,NULL
4/1/2007,SK,Butane,NULL,1771,NULL,NULL
7/1/2007,SK,Butane,NULL,1747,NULL,NULL
8/1/2007,SK,Butane,NULL,2365,NULL,NULL
11/1/2007,SK,Butane,NULL,4043,NULL,NULL
12/1/2007,SK,Butane,NULL,4860,NULL,NULL
1/1/2008,SK,Butane,NULL,4013,NULL,NULL
2/1/2008,SK,Butane,NULL,5421,NULL,NULL
6/1/2008,SK,Butane,NULL,1287,NULL,NULL
7/1/2008,SK,Butane,NULL,1171,NULL,NULL
8/1/2008,SK,Butane,NULL,1172,NULL,NULL
9/1/2008,SK,Butane,NULL,2356,NULL,NULL
10/1/2008,SK,Butane,NULL,2376,NULL,NULL
11/1/2008,SK,Butane,NULL,7747,NULL,NULL
12/1/2008,SK,Butane,NULL,6795,NULL,NULL
1/1/2009,SK,Butane,NULL,8948,NULL,NULL
2/1/2009,SK,Butane,NULL,6309,NULL,NULL
3/1/2009,SK,Butane,NULL,4148,NULL,NULL
4/1/2009,SK,Butane,NULL,2371,NULL,NULL
5/1/2009,SK,Butane,NULL,2365,NULL,NULL
6/1/2009,SK,Butane,NULL,1772,NULL,6
7/1/2009,SK,Butane,NULL,1765,NULL,NULL
8/1/2009,SK,Butane,NULL,2703,NULL,4
9/1/2009,SK,Butane,NULL,1762,NULL,NULL
10/1/2009,SK,Butane,NULL,5355,NULL,13
11/1/2009,SK,Butane,NULL,8101,NULL,37
12/1/2009,SK,Butane,NULL,6924,NULL,NULL
1/1/2010,SK,Butane,NULL,5750,NULL,NULL
2/1/2010,SK,Butane,NULL,4871,NULL,NULL
3/1/2010,SK,Butane,NULL,487,NULL,NULL
4/1/2010,SK,Butane,NULL,1070,NULL,8
5/1/2010,SK,Butane,NULL,291,NULL,NULL
6/1/2010,SK,Butane,NULL,953,NULL,NULL
7/1/2010,SK,Butane,NULL,156,NULL,NULL
8/1/2010,SK,Butane,NULL,260,NULL,NULL
9/1/2010,SK,Butane,NULL,488,NULL,NULL
10/1/2010,SK,Butane,NULL,2698,NULL,NULL
11/1/2010,SK,Butane,NULL,3068,NULL,NULL
12/1/2010,SK,Butane,NULL,3775,NULL,NULL
1/1/2011,SK,Butane,NULL,5184,NULL,NULL
2/1/2011,SK,Butane,NULL,3808,NULL,NULL
3/1/2011,SK,Butane,NULL,973,NULL,NULL
4/1/2011,SK,Butane,NULL,507,NULL,NULL
5/1/2011,SK,Butane,NULL,316,NULL,NULL
6/1/2011,SK,Butane,NULL,301,NULL,NULL
7/1/2011,SK,Butane,NULL,183,NULL,NULL
8/1/2011,SK,Butane,NULL,381,NULL,NULL
9/1/2011,SK,Butane,NULL,598,NULL,NULL
10/1/2011,SK,Butane,NULL,657,NULL,NULL
11/1/2011,SK,Butane,NULL,2715,NULL,NULL
12/1/2011,SK,Butane,NULL,5377,NULL,NULL
1/1/2012,SK,Butane,NULL,4163,NULL,NULL
2/1/2012,SK,Butane,NULL,1297,NULL,NULL
3/1/2012,SK,Butane,NULL,3119,NULL,NULL
4/1/2012,SK,Butane,NULL,396,NULL,NULL
5/1/2012,SK,Butane,NULL,2967,NULL,NULL
6/1/2012,SK,Butane,NULL,235,NULL,NULL
7/1/2012,SK,Butane,NULL,89,NULL,NULL
8/1/2012,SK,Butane,NULL,646,NULL,NULL
9/1/2012,SK,Butane,NULL,5536,NULL,NULL
10/1/2012,SK,Butane,NULL,853,NULL,NULL
11/1/2012,SK,Butane,NULL,2390,NULL,NULL
12/1/2012,SK,Butane,NULL,1999,NULL,NULL
1/1/2013,SK,Butane,NULL,2922,NULL,NULL
2/1/2013,SK,Butane,NULL,2415,NULL,NULL
3/1/2013,SK,Butane,NULL,1252,NULL,NULL
4/1/2013,SK,Butane,NULL,4260,NULL,NULL
5/1/2013,SK,Butane,NULL,4956,NULL,NULL
6/1/2013,SK,Butane,NULL,4240,NULL,NULL
7/1/2013,SK,Butane,NULL,4101,NULL,NULL
8/1/2013,SK,Butane,NULL,5745,NULL,NULL
9/1/2013,SK,Butane,NULL,5187,NULL,NULL
10/1/2013,SK,Butane,NULL,13681,NULL,NULL
11/1/2013,SK,Butane,NULL,1536,NULL,NULL
12/1/2013,SK,Butane,NULL,710,NULL,NULL
1/1/2014,SK,Butane,NULL,2616,NULL,NULL
2/1/2014,SK,Butane,NULL,1665,NULL,NULL
3/1/2014,SK,Butane,NULL,2684,NULL,NULL
4/1/2014,SK,Butane,NULL,7807,NULL,NULL
5/1/2014,SK,Butane,NULL,9460,NULL,NULL
6/1/2014,SK,Butane,NULL,9495,NULL,NULL
7/1/2014,SK,Butane,NULL,7414,NULL,NULL
8/1/2014,SK,Butane,NULL,12485,NULL,NULL
9/1/2014,SK,Butane,NULL,15525,NULL,NULL
10/1/2014,SK,Butane,NULL,17317,NULL,NULL
11/1/2014,SK,Butane,NULL,14451,NULL,NULL
12/1/2014,SK,Butane,NULL,10370,NULL,NULL
1/1/2015,SK,Butane,NULL,12499,NULL,NULL
2/1/2015,SK,Butane,NULL,11736,NULL,NULL
3/1/2015,SK,Butane,NULL,9869,NULL,NULL
4/1/2015,SK,Butane,NULL,12535,NULL,NULL
5/1/2015,SK,Butane,NULL,9086,NULL,NULL
6/1/2015,SK,Butane,NULL,12099,NULL,NULL
7/1/2015,SK,Butane,NULL,9605,NULL,NULL
8/1/2015,SK,Butane,NULL,9749,NULL,NULL
9/1/2015,SK,Butane,NULL,9620,NULL,NULL
10/1/2015,SK,Butane,NULL,5769,NULL,NULL
11/1/2015,SK,Butane,NULL,16918,NULL,NULL
12/1/2015,SK,Butane,NULL,14251,NULL,NULL
1/1/2016,SK,Butane,NULL,15474,NULL,NULL
2/1/2016,SK,Butane,NULL,6380,NULL,NULL
3/1/2016,SK,Butane,NULL,9978,NULL,NULL
4/1/2016,SK,Butane,NULL,3150,NULL,NULL
5/1/2016,SK,Butane,NULL,12414,NULL,NULL
6/1/2016,SK,Butane,NULL,6744,NULL,NULL
7/1/2016,SK,Butane,NULL,4803,NULL,NULL
8/1/2016,SK,Butane,NULL,13778,NULL,NULL
9/1/2016,SK,Butane,NULL,7019,NULL,NULL
10/1/2016,SK,Butane,NULL,6835,NULL,NULL
11/1/2016,SK,Butane,NULL,10360,NULL,NULL
12/1/2016,SK,Butane,NULL,9185,NULL,NULL
1/1/2017,SK,Butane,NULL,12964,NULL,NULL
2/1/2017,SK,Butane,NULL,8146,NULL,NULL
3/1/2017,SK,Butane,NULL,4824,NULL,NULL
4/1/2017,SK,Butane,NULL,11357,NULL,NULL
5/1/2017,SK,Butane,NULL,4867,NULL,NULL
6/1/2017,SK,Butane,NULL,9475,NULL,NULL
7/1/2017,SK,Butane,NULL,5631,NULL,NULL
8/1/2017,SK,Butane,NULL,5048,NULL,NULL
9/1/2017,SK,Butane,NULL,3306,NULL,NULL
10/1/2017,SK,Butane,NULL,5746,NULL,NULL
11/1/2017,SK,Butane,NULL,8355,NULL,NULL
12/1/2017,SK,Butane,NULL,14299,NULL,NULL
1/1/2018,SK,Butane,NULL,7494,NULL,NULL
2/1/2018,SK,Butane,NULL,7240,NULL,NULL
3/1/2018,SK,Butane,NULL,4264,NULL,NULL
4/1/2018,SK,Butane,NULL,119,NULL,NULL
5/1/2018,SK,Butane,NULL,7166,NULL,NULL
6/1/2018,SK,Butane,NULL,11069,NULL,NULL
7/1/2018,SK,Butane,NULL,9254,NULL,NULL
8/1/2018,SK,Butane,NULL,9396,NULL,NULL
9/1/2018,SK,Butane,NULL,11249,NULL,NULL
10/1/2018,SK,Butane,NULL,12644,NULL,NULL
11/1/2018,SK,Butane,NULL,8603,NULL,NULL
12/1/2018,SK,Butane,NULL,17214,NULL,NULL
1/1/2019,SK,Butane,NULL,5379,NULL,NULL
2/1/2019,SK,Butane,NULL,8804,NULL,NULL
1/1/1990,AB,Propane,NULL,42425,NULL,8031
2/1/1990,AB,Propane,NULL,14175,NULL,6912
3/1/1990,AB,Propane,NULL,18508,NULL,6580
4/1/1990,AB,Propane,NULL,11790,NULL,5248
5/1/1990,AB,Propane,NULL,10450,NULL,5890
6/1/1990,AB,Propane,NULL,12749,NULL,6849
7/1/1990,AB,Propane,NULL,10702,NULL,7701
8/1/1990,AB,Propane,NULL,16321,NULL,8023
9/1/1990,AB,Propane,NULL,15936,NULL,9101
10/1/1990,AB,Propane,NULL,23299,NULL,10614
11/1/1990,AB,Propane,NULL,21408,NULL,9864
12/1/1990,AB,Propane,NULL,35582,NULL,11719
1/1/1991,AB,Propane,NULL,45271,NULL,15539
2/1/1991,AB,Propane,NULL,20575,NULL,5802
3/1/1991,AB,Propane,NULL,10915,NULL,6740
4/1/1991,AB,Propane,NULL,11133,NULL,7780
5/1/1991,AB,Propane,NULL,13145,NULL,3890
6/1/1991,AB,Propane,NULL,9091,NULL,5767
7/1/1991,AB,Propane,NULL,9554,NULL,4864
8/1/1991,AB,Propane,NULL,14480,NULL,7718
9/1/1991,AB,Propane,NULL,17922,NULL,8215
10/1/1991,AB,Propane,NULL,18063,NULL,9526
11/1/1991,AB,Propane,NULL,29997,NULL,9188
12/1/1991,AB,Propane,NULL,25803,NULL,9799
1/1/1992,AB,Propane,NULL,24031,NULL,10522
2/1/1992,AB,Propane,NULL,15336,NULL,7166
3/1/1992,AB,Propane,NULL,11472,NULL,5898
4/1/1992,AB,Propane,NULL,9918,NULL,4979
5/1/1992,AB,Propane,NULL,6005,NULL,3984
6/1/1992,AB,Propane,NULL,5407,NULL,3998
7/1/1992,AB,Propane,NULL,10020,NULL,4982
8/1/1992,AB,Propane,NULL,6906,NULL,5968
9/1/1992,AB,Propane,NULL,11514,NULL,10238
10/1/1992,AB,Propane,NULL,15359,NULL,8706
11/1/1992,AB,Propane,NULL,25571,NULL,8154
12/1/1992,AB,Propane,NULL,42148,NULL,11902
1/1/1993,AB,Propane,NULL,48744,NULL,11951
2/1/1993,AB,Propane,NULL,24021,NULL,8659
3/1/1993,AB,Propane,NULL,19773,NULL,8200
4/1/1993,AB,Propane,NULL,10307,NULL,5481
5/1/1993,AB,Propane,NULL,10438,NULL,4428
6/1/1993,AB,Propane,NULL,6435,NULL,4828
7/1/1993,AB,Propane,NULL,6521,NULL,5048
8/1/1993,AB,Propane,NULL,16057,NULL,6574
9/1/1993,AB,Propane,NULL,14946,NULL,9186
10/1/1993,AB,Propane,NULL,12347,NULL,8230
11/1/1993,AB,Propane,NULL,52820,NULL,11324
12/1/1993,AB,Propane,NULL,68793,NULL,12557
1/1/1994,AB,Propane,NULL,41048,NULL,10549
2/1/1994,AB,Propane,NULL,39667,NULL,10057
3/1/1994,AB,Propane,NULL,19978,NULL,8304
4/1/1994,AB,Propane,NULL,11233,NULL,4661
5/1/1994,AB,Propane,NULL,7229,NULL,4709
6/1/1994,AB,Propane,NULL,6341,NULL,4538
7/1/1994,AB,Propane,NULL,4927,NULL,3863
8/1/1994,AB,Propane,NULL,6180,NULL,6571
9/1/1994,AB,Propane,NULL,15509,NULL,7491
10/1/1994,AB,Propane,NULL,30394,NULL,8128
11/1/1994,AB,Propane,NULL,38435,NULL,12457
12/1/1994,AB,Propane,NULL,53682,NULL,15728
1/1/1995,AB,Propane,NULL,48389,NULL,14644
2/1/1995,AB,Propane,NULL,31953,NULL,8002
3/1/1995,AB,Propane,NULL,25934,NULL,9175
4/1/1995,AB,Propane,NULL,32212,NULL,6014
5/1/1995,AB,Propane,NULL,42566,NULL,6644
6/1/1995,AB,Propane,NULL,34258,NULL,4204
7/1/1995,AB,Propane,NULL,31635,NULL,4898
8/1/1995,AB,Propane,NULL,41481,NULL,6854
9/1/1995,AB,Propane,NULL,36341,NULL,10201
10/1/1995,AB,Propane,NULL,52496,NULL,10089
11/1/1995,AB,Propane,NULL,45429,NULL,14768
12/1/1995,AB,Propane,NULL,45091,NULL,12877
1/1/1996,AB,Propane,NULL,43890,NULL,15288
2/1/1996,AB,Propane,NULL,53830,NULL,13734
3/1/1996,AB,Propane,NULL,47420,NULL,9583
4/1/1996,AB,Propane,NULL,28579,NULL,8698
5/1/1996,AB,Propane,NULL,19079,NULL,7889
6/1/1996,AB,Propane,NULL,22092,NULL,5638
7/1/1996,AB,Propane,NULL,18730,NULL,4912
8/1/1996,AB,Propane,NULL,20541,NULL,7301
9/1/1996,AB,Propane,NULL,27764,NULL,8597
10/1/1996,AB,Propane,NULL,42492,NULL,10097
11/1/1996,AB,Propane,NULL,47046,NULL,15223
12/1/1996,AB,Propane,NULL,54587,NULL,17155
1/1/1997,AB,Propane,NULL,43179,NULL,15926
2/1/1997,AB,Propane,NULL,52792,NULL,12040
3/1/1997,AB,Propane,NULL,45422,NULL,8955
4/1/1997,AB,Propane,NULL,36187,NULL,5841
5/1/1997,AB,Propane,NULL,16626,NULL,6324
6/1/1997,AB,Propane,NULL,17481,NULL,3021
7/1/1997,AB,Propane,NULL,21915,NULL,4156
8/1/1997,AB,Propane,NULL,23120,NULL,6654
9/1/1997,AB,Propane,NULL,29720,NULL,7099
10/1/1997,AB,Propane,NULL,54162,NULL,6868
11/1/1997,AB,Propane,NULL,65134,NULL,8144
12/1/1997,AB,Propane,NULL,83516,NULL,12499
1/1/1998,AB,Propane,NULL,84185,NULL,19063
2/1/1998,AB,Propane,NULL,73314,NULL,9578
3/1/1998,AB,Propane,NULL,49689,NULL,11319
4/1/1998,AB,Propane,NULL,46448,NULL,13816
5/1/1998,AB,Propane,NULL,38768,NULL,10535
6/1/1998,AB,Propane,NULL,41259,NULL,12495
7/1/1998,AB,Propane,NULL,42660,NULL,14221
8/1/1998,AB,Propane,NULL,29687,NULL,17713
9/1/1998,AB,Propane,NULL,53842,NULL,22447
10/1/1998,AB,Propane,NULL,76870,NULL,18381
